time,channel.output,gate.output,mpc_controller.output,inflow_to_channel.output
69.0,15.0,30.761816721075093,3.660254037827488,15.0
70.0,15.0,30.761816721075093,3.660254037827488,15.0
71.0,15.0,30.761816721075093,3.660254037827488,15.0
72.0,15.0,30.761816721075093,3.660254037827488,15.0
73.0,15.0,30.761816721075093,3.660254037827488,15.0
74.0,15.0,30.761816721075093,3.660254037827488,15.0
75.0,15.0,30.761816721075093,3.660254037827488,15.0
76.0,15.0,30.761816721075093,3.660254037827488,15.0
77.0,15.0,30.761816721075093,3.660254037827488,15.0
78.0,15.0,30.761816721075093,3.660254037827488,15.0
79.0,15.0,30.761816721075093,3.660254037827488,15.0
80.0,15.0,30.761816721075093,3.660254037827488,15.0
81.0,15.0,30.761816721075093,3.660254037827488,15.0
82.0,15.0,30.761816721075093,3.660254037827488,15.0
83.0,15.0,30.761816721075093,3.660254037827488,15.0
84.0,15.0,30.761816721075093,3.660254037827488,15.0
85.0,15.0,30.761816721075093,3.660254037827488,15.0
86.0,15.0,30.761816721075093,3.660254037827488,15.0
87.0,15.0,30.761816721075093,3.660254037827488,15.0
88.0,15.0,30.761816721075093,3.660254037827488,15.0
89.0,15.0,30.761816721075093,3.660254037827488,15.0
90.0,15.0,30.761816721075093,3.660254037827488,15.0
91.0,15.0,30.761816721075093,3.660254037827488,15.0
92.0,15.0,30.761816721075093,3.660254037827488,15.0
93.0,15.0,30.761816721075093,3.660254037827488,15.0
94.0,15.0,30.761816721075093,3.660254037827488,15.0
95.0,15.0,30.761816721075093,3.660254037827488,15.0
96.0,15.0,30.761816721075093,3.660254037827488,15.0
97.0,15.0,30.761816721075093,3.660254037827488,15.0
98.0,15.0,30.761816721075093,3.660254037827488,15.0
99.0,15.0,30.761816721075093,3.660254037827488,15.0
100.0,15.0,30.761816721075093,3.660254037827488,15.0
101.0,15.0,30.761816721075093,3.660254037827488,8.0
102.0,15.0,30.761816721075093,3.660254037827488,8.0
103.0,15.0,30.761816721075093,3.660254037827488,8.0
104.0,15.0,30.761816721075093,3.660254037827488,8.0
105.0,15.0,30.761816721075093,3.660254037827488,8.0
106.0,8.0,0.0,-1.5964506084190402e-06,8.0
107.0,8.0,0.0,-4.207300536059386e-07,8.0
108.0,8.0,0.0,-1.108796013517526e-07,8.0
109.0,8.0,0.0,-2.9221324380882915e-08,8.0
110.0,8.0,0.0,-7.701011458668428e-09,8.0
111.0,8.0,0.0,-2.0295285178137556e-09,8.0
112.0,8.0,0.0,-5.348677690254502e-10,8.0
113.0,8.0,0.0,-1.409566626471419e-10,8.0
114.0,8.0,0.0,-3.715002338768941e-11,8.0
115.0,8.0,0.0,-9.793065457789451e-12,8.0
116.0,8.0,0.0,-2.5793455074728015e-12,8.0
117.0,8.0,0.0,-6.758026691891581e-13,8.0
118.0,8.0,0.0,-1.774377698301386e-13,8.0
119.0,8.0,0.0,-4.8138791913089396e-14,8.0
120.0,8.0,0.0,-1.1138122879740868e-14,8.0
121.0,8.0,0.0,-1.6961843371284326e-15,8.0
122.0,8.0,2.504780616881453e-15,5.441370710482774e-16,8.0
123.0,8.0,1.2813139409888534e-18,2.7835188848237473e-19,8.0
124.0,8.0,2.7735008004834223e-15,6.025136860105814e-16,8.0
125.0,8.0,6.132895804516438e-15,1.3323066849138684e-15,8.0
126.0,8.0,1.0221511368238614e-14,2.2205151301932426e-15,8.0
127.0,8.0,6.132787035538259e-15,1.3322830560048901e-15,8.0
128.0,8.0,1.0221459707841781e-14,2.220503907518956e-15,8.0
129.0,8.0,1.0222738469536322e-14,2.2207817049589183e-15,8.0
130.0,8.0,1.0316047316919609e-14,2.2410520641975037e-15,8.0
131.0,8.0,6.133635216739139e-15,1.3324673143911353e-15,8.0
132.0,8.0,2.77636765529254e-15,6.031364798666342e-16,8.0
133.0,8.0,6.1328957963658865e-15,1.3323066831432476e-15,8.0
134.0,8.0,1.0221459707532571e-14,2.2205039074517834e-15,8.0
135.0,8.0,2.7766160538818556e-15,6.031904418303813e-16,8.0
136.0,8.0,1.0221835466537775e-14,2.2205855371175252e-15,8.0
137.0,8.0,0.0,-3.464142322174928e-16,8.0
138.0,8.0,6.132822122031855e-15,1.3322906781741651e-15,8.0
139.0,8.0,1.0221511368448093e-14,2.2205151302387497e-15,8.0
140.0,8.0,6.132787035538259e-15,1.3322830560048901e-15,8.0
141.0,8.0,1.022539392751685e-14,2.2213585750920058e-15,8.0
142.0,8.0,2.776616042696755e-15,6.031904394005367e-16,8.0
143.0,8.0,1.022183546653781e-14,2.2205855371175323e-15,8.0
144.0,8.0,1.022273846846803e-14,2.220781704726843e-15,8.0
145.0,8.0,1.0316047316919612e-14,2.2410520641975044e-15,8.0
146.0,8.0,6.132664949549356e-15,1.3322565341163183e-15,8.0
147.0,8.0,1.0222028094064217e-14,2.220627383408308e-15,8.0
148.0,8.0,1.0316047318939227e-14,2.241052064636244e-15,8.0
149.0,8.0,6.133635216739133e-15,1.3324673143911341e-15,8.0
150.0,8.0,2.77636765529254e-15,6.031364798666342e-16,8.0
151.0,8.0,6.1328957963658865e-15,1.3323066831432476e-15,8.0
152.0,8.0,1.0221459707532571e-14,2.2205039074517834e-15,8.0
153.0,8.0,2.7766160538818556e-15,6.031904418303813e-16,8.0
154.0,8.0,1.0221835466537775e-14,2.2205855371175252e-15,8.0
155.0,8.0,0.0,-3.464142322174928e-16,8.0
156.0,8.0,6.132822122031855e-15,1.3322906781741651e-15,8.0
157.0,8.0,1.0221511368448093e-14,2.2205151302387497e-15,8.0
158.0,8.0,6.132787035538259e-15,1.3322830560048901e-15,8.0
159.0,8.0,1.022539392751685e-14,2.2213585750920058e-15,8.0
160.0,8.0,2.776616042696755e-15,6.031904394005367e-16,8.0
161.0,8.0,1.022183546653781e-14,2.2205855371175323e-15,8.0
162.0,8.0,1.022273846846803e-14,2.220781704726843e-15,8.0
163.0,8.0,1.0316047316919612e-14,2.2410520641975044e-15,8.0
164.0,8.0,6.132664949549356e-15,1.3322565341163183e-15,8.0
165.0,8.0,1.0222028094064217e-14,2.220627383408308e-15,8.0
166.0,8.0,1.0316047318939227e-14,2.241052064636244e-15,8.0
167.0,8.0,6.133635216739133e-15,1.3324673143911341e-15,8.0
168.0,8.0,2.77636765529254e-15,6.031364798666342e-16,8.0
169.0,8.0,6.1328957963658865e-15,1.3323066831432476e-15,8.0
170.0,8.0,1.0221459707532571e-14,2.2205039074517834e-15,8.0
171.0,8.0,2.7766160538818556e-15,6.031904418303813e-16,8.0
172.0,8.0,1.0221835466537775e-14,2.2205855371175252e-15,8.0
173.0,8.0,0.0,-3.464142322174928e-16,8.0
174.0,8.0,6.132822122031855e-15,1.3322906781741651e-15,8.0
175.0,8.0,1.0221511368448093e-14,2.2205151302387497e-15,8.0
176.0,8.0,6.132787035538259e-15,1.3322830560048901e-15,8.0
177.0,8.0,1.022539392751685e-14,2.2213585750920058e-15,8.0
178.0,8.0,2.776616042696755e-15,6.031904394005367e-16,8.0
179.0,8.0,1.022183546653781e-14,2.2205855371175323e-15,8.0
180.0,8.0,1.022273846846803e-14,2.220781704726843e-15,8.0
181.0,8.0,1.0316047316919612e-14,2.2410520641975044e-15,8.0
182.0,8.0,6.132664949549356e-15,1.3322565341163183e-15,8.0
183.0,8.0,1.0222028094064217e-14,2.220627383408308e-15,8.0
184.0,8.0,1.0316047318939227e-14,2.241052064636244e-15,8.0
185.0,8.0,6.133635216739133e-15,1.3324673143911341e-15,8.0
186.0,8.0,2.77636765529254e-15,6.031364798666342e-16,8.0
187.0,8.0,6.1328957963658865e-15,1.3323066831432476e-15,8.0
188.0,8.0,1.0221459707532571e-14,2.2205039074517834e-15,8.0
189.0,8.0,2.7766160538818556e-15,6.031904418303813e-16,8.0
190.0,8.0,1.0221835466537775e-14,2.2205855371175252e-15,8.0
191.0,8.0,0.0,-3.464142322174928e-16,8.0
192.0,8.0,6.132822122031855e-15,1.3322906781741651e-15,8.0
193.0,8.0,1.0221511368448093e-14,2.2205151302387497e-15,8.0
194.0,8.0,6.132787035538259e-15,1.3322830560048901e-15,8.0
195.0,8.0,1.022539392751685e-14,2.2213585750920058e-15,8.0
196.0,8.0,2.776616042696755e-15,6.031904394005367e-16,8.0
197.0,8.0,1.022183546653781e-14,2.2205855371175323e-15,8.0
198.0,8.0,1.022273846846803e-14,2.220781704726843e-15,8.0
199.0,8.0,1.0316047316919612e-14,2.2410520641975044e-15,8.0
