time,channel.output,gate.output,pid_controller.output,inflow_to_channel.output
74.0,14.970485209482069,12.154593095838846,1.4483766865215144,15.0
75.0,14.976388167585656,12.580633756596917,1.498701349217212,15.0
76.0,14.981110534068526,13.005608898923162,1.5489610793737698,15.0
77.0,14.984888427254822,13.429711568581867,1.599168863499016,15.0
78.0,14.987910741803859,13.853100254064826,1.649335090799213,15.0
79.0,14.990328593443088,14.275904972187192,1.6994680726393707,15.0
80.0,14.992262874754472,14.698232307662426,1.749574458111497,15.0
81.0,14.993810299803577,15.120169579379489,1.799659566489198,15.0
82.0,14.995048239842863,15.54178827971757,1.8497276531913587,15.0
83.0,14.99603859187429,15.963146910165213,1.8997821225530869,15.0
84.0,14.996830873499434,16.384293316613388,1.94982569804247,15.0
85.0,14.997464698799547,16.80526661069693,1.9998605584339764,15.0
86.0,14.997971759039638,17.226098749149028,2.049888446747181,15.0
87.0,14.998377407231711,17.646815830983964,2.0999107573977454,15.0
88.0,14.998701925785369,18.06743916212514,2.149928605918196,15.0
89.0,14.998961540628295,18.487986128565435,2.1999428847345577,15.0
90.0,14.999169232502638,18.908470912032598,2.2499543077876463,15.0
91.0,14.99933538600211,19.32890507621351,2.2999634462301173,15.0
92.0,14.999468308801688,19.74929804667605,2.349970756984094,15.0
93.0,14.999574647041351,20.169657503554113,2.3999766055872755,15.0
94.0,14.999659717633081,20.589989702689458,2.4499812844698208,15.0
95.0,14.999727774106466,21.010299738137885,2.4999850275758573,15.0
96.0,14.999782219285173,21.430591756646773,2.549988022060686,15.0
97.0,14.999825775428139,21.850869132814438,2.5999904176485495,15.0
98.0,14.999860620342512,22.271134612078736,2.64999233411884,15.0
99.0,14.99988849627401,22.69139042739678,2.6999938672950723,15.0
100.0,14.99991079701921,23.111638394419334,2.7499950938360587,15.0
101.0,14.999928637615369,23.531879989094897,2.7999960750688473,8.0
102.0,13.599942910092295,20.793799408457915,2.6679968600550783,8.0
103.0,12.479954328073836,18.799465198852815,2.5863974880440628,8.0
104.0,11.583963462459069,17.165166944387146,2.5171179904352505,8.0
105.0,10.867170769967256,15.821330213122499,2.457694392348201,8.0
106.0,10.293736615973804,14.713148211902606,2.4061555138785615,8.0
107.0,9.834989292779044,13.796870656897587,2.36092441110285,8.0
108.0,9.467991434223235,13.037169664473224,2.32073952888228,8.0
109.0,9.174393147378588,12.40526386583287,2.284591623105824,8.0
110.0,8.93951451790287,11.877566819582952,2.25167329848466,8.0
111.0,8.751611614322297,11.434691672773207,2.2213386387877283,8.0
112.0,8.601289291457837,11.060695366533594,2.1930709110301834,8.0
113.0,8.48103143316627,10.742484693474394,2.166456728824147,8.0
114.0,8.384825146533016,10.46933471101764,2.141165383059318,8.0
115.0,8.307860117226413,10.232489096452529,2.116932306447455,8.0
116.0,8.24628809378113,10.024824007372827,2.0935458451579643,8.0
117.0,8.197030475024905,9.84056395074085,2.0708366761263717,8.0
118.0,8.157624380019923,9.675041873279682,2.0486693409010974,8.0
119.0,8.126099504015938,9.52449753775441,2.026935472720879,8.0
120.0,8.100879603212752,9.385909160159507,2.005548378176703,8.0
121.0,8.080703682570201,9.256853791450053,1.9844387025413628,8.0
122.0,8.064562946056162,9.135392310339238,1.963550962033091,8.0
123.0,8.05165035684493,9.019975266491834,1.9428407696264731,8.0
124.0,8.041320285475944,8.909366206917955,1.922272615701179,8.0
125.0,8.033056228380756,8.802579525855771,1.9018180925609436,8.0
126.0,8.026444982704605,8.698830281917422,1.8814544740487555,8.0
127.0,8.021155986163684,8.597493808569487,1.8611635792390047,8.0
128.0,8.016924788930949,8.49807329309232,1.8409308633912038,8.0
129.0,8.01353983114476,8.400173808611909,1.8207446907129636,8.0
130.0,8.010831864915808,8.303481551807609,1.8005957525703715,8.0
131.0,8.008665491932646,8.207747266815865,1.7804766020562974,8.0
132.0,8.006932393546117,8.112773026912269,1.7603812816450386,8.0
133.0,8.005545914836894,8.018401703925157,1.7403050253160313,8.0
134.0,8.004436731869516,7.924508585445424,1.7202440202528253,8.0
135.0,8.003549385495614,7.8309947060435166,1.7001952162022607,8.0
136.0,8.002839508396491,7.737781544819977,1.6801561729618086,8.0
137.0,8.002271606717192,7.644806811172713,1.6601249383694474,8.0
138.0,8.001817285373754,7.552021096649966,1.6400999506955583,8.0
139.0,8.001453828299004,7.459385215694806,1.6200799605564469,8.0
140.0,8.001163062639204,7.366868094075418,1.6000639684451576,8.0
141.0,8.000930450111364,7.274445092566038,1.5800511747561266,8.0
142.0,8.000744360089092,7.182096676411171,1.5600409398049018,8.0
143.0,8.000595488071275,7.089807359420004,1.5400327518439219,8.0
144.0,8.00047639045702,6.9975648661283,1.5200262014751378,8.0
145.0,8.000381112365616,6.9053594670798155,1.5000209611801105,8.0
146.0,8.000304889892494,6.813183451520006,1.480016768944089,8.0
147.0,8.000243911913996,6.7210307091428945,1.4600134151552717,8.0
148.0,8.000195129531198,6.628896398372857,1.440010732124218,8.0
149.0,8.000156103624958,6.536776683304222,1.4200085856993747,8.0
150.0,8.000124882899966,6.444668525108587,1.4000068685595,8.0
151.0,8.000099906319972,6.35256951664785,1.3800054948476004,8.0
152.0,8.000079925055978,6.260477751356061,1.3600043958780808,8.0
153.0,8.000063940044782,6.168391719299135,1.340003516702465,8.0
154.0,8.000051152035827,6.076310224786649,1.3200028133619728,8.0
155.0,8.000040921628662,5.98423232107294,1.3000022506895785,8.0
156.0,8.000032737302929,5.892157258607574,1.2800018005516631,8.0
157.0,8.000026189842343,5.800084444027546,1.2600014404413307,8.0
158.0,8.000020951873875,5.708013407664633,1.240001152353065,8.0
159.0,8.0000167614991,5.615943777802168,1.2200009218824526,8.0
160.0,8.000013409199282,5.5238752602812795,1.2000007375059627,8.0
161.0,8.000010727359426,5.431807622346498,1.1800005900047703,8.0
162.0,8.00000858188754,5.339740679850812,1.1600004720038166,8.0
163.0,8.000006865510032,5.247674287122521,1.1400003776030538,8.0
164.0,8.000005492408027,5.15560832894101,1.1200003020824436,8.0
165.0,8.000004393926423,5.063542714183195,1.1000002416659556,8.0
166.0,8.000003515141138,4.971477370793343,1.0800001933327648,8.0
167.0,8.00000281211291,4.879412241801061,1.0600001546662123,8.0
168.0,8.00000224969033,4.787347282169391,1.0400001237329703,8.0
169.0,8.000001799752264,4.69528245630025,1.020000098986377,8.0
170.0,8.000001439801812,4.603217736060364,1.0000000791891022,8.0
171.0,8.00000115184145,4.511153099219263,0.9800000633512822,8.0
172.0,8.00000092147316,4.419088528213499,0.9600000506810262,8.0
173.0,8.00000073717853,4.327024009169049,0.9400000405448216,8.0
174.0,8.000000589742823,4.234959531128084,0.9200000324358577,8.0
175.0,8.000000471794259,4.142895085437456,0.9000000259486866,8.0
176.0,8.000000377435407,4.050830665265138,0.8800000207589498,8.0
177.0,8.000000301948326,3.9587662652178954,0.8600000166071601,8.0
178.0,8.000000241558661,3.8667018810390617,0.8400000132857288,8.0
179.0,8.00000019324693,3.7746375093696276,0.8200000106285836,8.0
180.0,8.000000154597544,3.682573147559454,0.8000000085028673,8.0
181.0,8.000000123678035,3.5905087935180817,0.7800000068022943,8.0
182.0,8.000000098942428,3.4984444455968635,0.7600000054418358,8.0
183.0,8.000000079153942,3.406380102495861,0.740000004353469,8.0
184.0,8.000000063323155,3.314315763190306,0.7200000034827759,8.0
185.0,8.000000050658524,3.2222514268725235,0.7000000027862213,8.0
186.0,8.00000004052682,3.1301870929060933,0.6800000022289774,8.0
187.0,8.000000032421456,3.038122760789656,0.6600000017831825,8.0
188.0,8.000000025937165,2.9460584301283377,0.6400000014265466,8.0
189.0,8.000000020749733,2.853994100611215,0.6200000011412378,8.0
190.0,8.000000016599786,2.76192977199353,0.6000000009129908,8.0
191.0,8.000000013279829,2.669865444082659,0.5800000007303932,8.0
192.0,8.000000010623863,2.577801116727051,0.560000000584315,8.0
193.0,8.000000008499091,2.485736789807504,0.5400000004674524,8.0
194.0,8.000000006799274,2.3936724632302853,0.5200000003739625,8.0
195.0,8.00000000543942,2.301608136921711,0.5000000002991705,8.0
196.0,8.000000004351536,2.209543810823881,0.48000000023933703,8.0
197.0,8.00000000348123,2.117479484891307,0.4600000001914702,8.0
198.0,8.000000002784985,2.025415159088267,0.4400000001531768,8.0
199.0,8.000000002227988,1.9333508333867182,0.42000000012254207,8.0
200.0,8.000000001782391,1.8412865077646519,0.4000000000980343,8.0
201.0,8.000000001425914,1.749222182204804,0.3800000000784279,8.0
202.0,8.000000001140732,1.6571578566936391,0.3600000000627431,8.0
203.0,8.000000000912586,1.5650935312205425,0.340000000050195,8.0
204.0,8.000000000730068,1.473029205777202,0.32000000004015655,8.0
205.0,8.000000000584055,1.3809648803571066,0.3000000000321259,8.0
206.0,8.000000000467244,1.2889005549551578,0.28000000002570125,8.0
207.0,8.000000000373795,1.1968362295673691,0.26000000002056156,8.0
208.0,8.000000000299037,1.104771904190622,0.24000000001645,8.0
209.0,8.00000000023923,1.0127075788224782,0.2200000000131607,8.0
210.0,8.000000000191385,0.9206432534610324,0.20000000001052912,8.0
211.0,8.000000000153108,0.8285789281047993,0.18000000000842392,8.0
212.0,8.000000000122487,0.7365146027526189,0.16000000000673978,8.0
213.0,8.00000000009799,0.6444502774035861,0.1400000000053924,8.0
214.0,8.000000000078392,0.5523859520569974,0.12000000000431463,8.0
215.0,8.000000000062714,0.46032162671230253,0.10000000000345234,8.0
216.0,8.000000000050171,0.3682573013690749,0.08000000000276247,8.0
217.0,8.000000000040137,0.27619297602698273,0.06000000000221054,8.0
218.0,8.00000000003211,0.1841286506857684,0.04000000000176906,8.0
219.0,8.000000000025688,0.0920643253452316,0.020000000001415878,8.0
220.0,8.00000000002055,5.217055526461027e-12,1.1333500804511231e-12,8.0
221.0,8.00000000001644,0.0,0.0,8.0
222.0,8.000000000013152,0.0,0.0,8.0
223.0,8.000000000010521,0.0,0.0,8.0
224.0,8.000000000008418,0.0,0.0,8.0
225.0,8.000000000006734,0.0,0.0,8.0
226.0,8.000000000005388,0.0,0.0,8.0
227.0,8.000000000004311,0.0,0.0,8.0
228.0,8.00000000000345,0.0,0.0,8.0
229.0,8.00000000000276,0.0,0.0,8.0
230.0,8.000000000002208,0.0,0.0,8.0
231.0,8.000000000001767,0.0,0.0,8.0
232.0,8.000000000001414,0.0,0.0,8.0
233.0,8.000000000001132,0.0,0.0,8.0
234.0,8.000000000000906,0.0,0.0,8.0
235.0,8.000000000000725,0.0,0.0,8.0
236.0,8.00000000000058,0.0,0.0,8.0
237.0,8.000000000000465,0.0,0.0,8.0
238.0,8.000000000000373,0.0,0.0,8.0
239.0,8.000000000000298,0.0,0.0,8.0
240.0,8.00000000000024,0.0,0.0,8.0
241.0,8.000000000000192,0.0,0.0,8.0
242.0,8.000000000000155,0.0,0.0,8.0
243.0,8.000000000000124,0.0,0.0,8.0
244.0,8.0000000000001,0.0,0.0,8.0
245.0,8.00000000000008,0.0,0.0,8.0
246.0,8.000000000000064,0.0,0.0,8.0
247.0,8.000000000000052,0.0,0.0,8.0
248.0,8.00000000000004,0.0,0.0,8.0
249.0,8.000000000000034,0.0,0.0,8.0
