time,pipe1.flow,pump1.flow,hydropower1.flow,valve1.flow
37.0,2.057449232807213,6.0,168.19024656620257,8.838106414837965
38.0,2.0805993232654565,6.0,168.19024656620257,8.838106414837965
39.0,2.102529698643399,6.0,168.19024656620257,8.838106414837965
40.0,2.1232920347518323,6.0,168.19024656620257,8.838106414837965
41.0,2.1429372568249647,6.0,168.19024656620257,8.838106414837965
42.0,2.161515363825083,6.0,168.19024656620257,8.838106414837965
43.0,2.1790752792239187,6.0,168.19024656620257,8.838106414837965
44.0,2.1956647262918487,6.0,168.19024656620257,8.838106414837965
45.0,2.2113301259002895,6.0,168.19024656620257,8.838106414837965
46.0,2.2261165148533797,6.0,168.19024656620257,8.838106414837965
47.0,2.2400674828054203,6.0,168.19024656620257,8.838106414837965
48.0,2.253225125884511,6.0,168.19024656620257,8.838106414837965
49.0,2.2656300152247937,6.0,168.19024656620257,8.838106414837965
50.0,2.2773211787049625,6.0,168.19024656620257,8.838106414837965
51.0,2.2883360942950053,6.0,168.19024656620257,8.838106414837965
52.0,2.298710693522993,6.0,168.19024656620257,8.838106414837965
53.0,2.3084793736862124,6.0,168.19024656620257,8.838106414837965
54.0,2.3176750175435785,6.0,168.19024656620257,8.838106414837965
55.0,2.3263290193371673,6.0,168.19024656620257,8.838106414837965
56.0,2.334471316098359,6.0,168.19024656620257,8.838106414837965
57.0,2.342130423297308,6.0,168.19024656620257,8.838106414837965
58.0,2.3493334739924596,6.0,168.19024656620257,8.838106414837965
59.0,2.3561062607290038,6.0,168.19024656620257,8.838106414837965
60.0,2.3624732795212093,6.0,168.19024656620257,8.838106414837965
61.0,2.3684577753332827,6.0,168.19024656620257,8.838106414837965
62.0,2.374081788546791,6.0,168.19024656620257,8.838106414837965
63.0,2.379366201969825,6.0,168.19024656620257,8.838106414837965
64.0,2.384330788004186,6.0,168.19024656620257,8.838106414837965
65.0,2.3889942556421655,6.0,168.19024656620257,8.838106414837965
66.0,2.393374297014284,6.0,168.19024656620257,8.838106414837965
67.0,2.3974876332539794,6.0,168.19024656620257,8.838106414837965
68.0,2.401350059485025,6.0,168.19024656620257,8.838106414837965
69.0,2.404976488772778,6.0,168.19024656620257,8.838106414837965
70.0,2.4083809949115675,6.0,168.19024656620257,8.838106414837965
71.0,2.411576853947969,6.0,168.19024656620257,8.838106414837965
72.0,2.414576584363701,6.0,168.19024656620257,8.838106414837965
73.0,2.417391985862782,6.0,168.19024656620257,8.838106414837965
74.0,2.4200341767256512,6.0,168.19024656620257,8.838106414837965
75.0,2.422513629708522,6.0,168.19024656620257,8.838106414837965
76.0,2.4248402064795185,6.0,168.19024656620257,8.838106414837965
77.0,2.4270231905944373,6.0,168.19024656620257,8.838106414837965
78.0,2.4290713190244664,6.0,168.19024656620257,8.838106414837965
79.0,2.4309928122561013,6.0,168.19024656620257,8.838106414837965
80.0,2.432795402990012,6.0,168.19024656620257,8.838106414837965
81.0,2.434486363470924,6.0,168.19024656620257,8.838106414837965
82.0,2.4360725314847773,6.0,168.19024656620257,8.838106414837965
83.0,2.437560335062746,6.0,168.19024656620257,8.838106414837965
84.0,2.438955815934163,6.0,168.19024656620257,8.838106414837965
85.0,2.4402646517722064,6.0,168.19024656620257,8.838106414837965
86.0,2.4414921772773837,6.0,168.19024656620257,8.838106414837965
87.0,2.4426434041445324,6.0,168.19024656620257,8.838106414837965
88.0,2.443723039959319,6.0,168.19024656620257,8.838106414837965
89.0,2.4447355060700864,6.0,168.19024656620257,8.838106414837965
90.0,2.4456849544805026,6.0,168.19024656620257,8.838106414837965
91.0,2.446575283807772,6.0,168.19024656620257,8.838106414837965
92.0,2.4474101543503153,6.0,168.19024656620257,8.838106414837965
93.0,2.4481930023077756,6.0,168.19024656620257,8.838106414837965
94.0,2.4489270531950322,6.0,168.19024656620257,8.838106414837965
95.0,2.4496153344906437,6.0,168.19024656620257,8.838106414837965
96.0,2.4502606875587865,6.0,168.19024656620257,8.838106414837965
97.0,2.450865778882355,6.0,168.19024656620257,8.838106414837965
98.0,2.4514331106434653,6.0,168.19024656620257,8.838106414837965
99.0,2.4519650306861362,6.0,168.19024656620257,8.838106414837965
100.0,2.4524637418944844,6.0,168.19024656620257,8.838106414837965
101.0,2.4529313110183026,6.0,168.19024656620257,8.838106414837965
102.0,2.453369676976468,6.0,168.19024656620257,8.838106414837965
103.0,2.4537806586672155,6.0,168.19024656620257,8.838106414837965
104.0,2.454165962312919,6.0,168.19024656620257,8.838106414837965
105.0,2.4545271883657005,6.0,168.19024656620257,8.838106414837965
106.0,2.454865837998855,6.0,168.19024656620257,8.838106414837965
107.0,2.4551833192078285,6.0,168.19024656620257,8.838106414837965
108.0,2.4554809525432617,6.0,168.19024656620257,8.838106414837965
109.0,2.455759976497435,6.0,168.19024656620257,8.838106414837965
110.0,2.4560215525643097,6.0,168.19024656620257,8.838106414837965
111.0,2.4562667699922978,6.0,168.19024656620257,8.838106414837965
112.0,2.456496650247828,6.0,168.19024656620257,8.838106414837965
113.0,2.4567121512068053,6.0,168.19024656620257,8.838106414837965
114.0,2.4569141710900975,6.0,168.19024656620257,8.838106414837965
115.0,2.4571035521582965,6.0,168.19024656620257,8.838106414837965
116.0,2.457281084180127,6.0,168.19024656620257,8.838106414837965
117.0,2.45744750768807,6.0,168.19024656620257,8.838106414837965
118.0,2.457603517033987,6.0,168.19024656620257,8.838106414837965
119.0,2.4577497632567997,6.0,168.19024656620257,8.838106414837965
120.0,2.4578868567735768,6.0,168.19024656620257,8.838106414837965
121.0,2.458015369904725,6.0,168.19024656620257,8.838106414837965
122.0,2.4581358392433486,6.0,168.19024656620257,8.838106414837965
123.0,2.4582487678782585,6.0,168.19024656620257,8.838106414837965
124.0,2.458354627479546,6.0,168.19024656620257,8.838106414837965
125.0,2.4584538602551116,6.0,168.19024656620257,8.838106414837965
126.0,2.4585468807860362,6.0,168.19024656620257,8.838106414837965
127.0,2.458634077748218,6.0,168.19024656620257,8.838106414837965
128.0,2.458715815527249,6.0,168.19024656620257,8.838106414837965
129.0,2.458792435733083,6.0,168.19024656620257,8.838106414837965
130.0,2.458864258620665,6.0,168.19024656620257,8.838106414837965
131.0,2.458931584422306,6.0,168.19024656620257,8.838106414837965
132.0,2.4589946945972376,6.0,168.19024656620257,8.838106414837965
133.0,2.4590538530034713,6.0,168.19024656620257,8.838106414837965
134.0,2.4591093069967407,6.0,168.19024656620257,8.838106414837965
135.0,2.45916128846105,6.0,168.19024656620257,8.838106414837965
136.0,2.45921001477505,6.0,168.19024656620257,8.838106414837965
137.0,2.459255689718222,6.0,168.19024656620257,8.838106414837965
138.0,2.4592985043205875,6.0,168.19024656620257,8.838106414837965
139.0,2.4593386376594637,6.0,168.19024656620257,8.838106414837965
140.0,2.459376257606529,6.0,168.19024656620257,8.838106414837965
141.0,2.459411521528298,6.0,168.19024656620257,8.838106414837965
142.0,2.4594445769428988,6.0,168.19024656620257,8.838106414837965
143.0,2.4594755621358555,6.0,168.19024656620257,8.838106414837965
144.0,2.459504606737444,6.0,168.19024656620257,8.838106414837965
145.0,2.459531832263997,6.0,168.19024656620257,8.838106414837965
146.0,2.459557352625406,6.0,168.19024656620257,8.838106414837965
147.0,2.4595812746009305,6.0,168.19024656620257,8.838106414837965
148.0,2.4596036982852785,6.0,168.19024656620257,8.838106414837965
149.0,2.4596247175068178,6.0,168.19024656620257,8.838106414837965
150.0,2.4596444202196523,6.0,168.19024656620257,8.838106414837965
151.0,2.4596628888711956,6.0,168.19024656620257,8.838106414837965
152.0,2.459680200746765,6.0,168.19024656620257,8.838106414837965
153.0,2.459696428292635,6.0,168.19024656620257,8.838106414837965
154.0,2.45971163941889,6.0,168.19024656620257,8.838106414837965
155.0,2.4597258977833394,6.0,168.19024656620257,8.838106414837965
156.0,2.4597392630576778,6.0,168.19024656620257,8.838106414837965
157.0,2.4597517911769966,6.0,168.19024656620257,8.838106414837965
158.0,2.4597635345736895,6.0,168.19024656620257,8.838106414837965
159.0,2.4597745423967243,6.0,168.19024656620257,8.838106414837965
160.0,2.459784860717198,6.0,168.19024656620257,8.838106414837965
161.0,2.459794532721027,6.0,168.19024656620257,8.838106414837965
162.0,2.4598035988895877,6.0,168.19024656620257,8.838106414837965
163.0,2.4598120971690447,6.0,168.19024656620257,8.838106414837965
164.0,2.4598200631290874,6.0,168.19024656620257,8.838106414837965
165.0,2.459827530111732,6.0,168.19024656620257,8.838106414837965
166.0,2.459834529370808,6.0,168.19024656620257,8.838106414837965
167.0,2.4598410902027146,6.0,168.19024656620257,8.838106414837965
168.0,2.4598472400689952,6.0,168.19024656620257,8.838106414837965
169.0,2.459853004711236,6.0,168.19024656620257,8.838106414837965
170.0,2.459858408258772,6.0,168.19024656620257,8.838106414837965
171.0,2.4598634733296505,6.0,168.19024656620257,8.838106414837965
172.0,2.459868221125277,6.0,168.19024656620257,8.838106414837965
173.0,2.4598726715191304,6.0,168.19024656620257,8.838106414837965
174.0,2.4598768431399276,6.0,168.19024656620257,8.838106414837965
175.0,2.4598807534495792,6.0,168.19024656620257,8.838106414837965
176.0,2.459884418816264,6.0,168.19024656620257,8.838106414837965
177.0,2.4598878545829295,6.0,168.19024656620257,8.838106414837965
178.0,2.459891075131501,6.0,168.19024656620257,8.838106414837965
179.0,2.4598940939430713,6.0,168.19024656620257,8.838106414837965
180.0,2.459896923654322,6.0,168.19024656620257,8.838106414837965
181.0,2.4598995761104088,6.0,168.19024656620257,8.838106414837965
182.0,2.4599020624145393,6.0,168.19024656620257,8.838106414837965
183.0,2.459904392974441,6.0,168.19024656620257,8.838106414837965
184.0,2.4599065775459223,6.0,168.19024656620257,8.838106414837965
185.0,2.4599086252737083,6.0,168.19024656620257,8.838106414837965
186.0,2.4599105447297114,6.0,168.19024656620257,8.838106414837965
187.0,2.459912343948911,6.0,168.19024656620257,8.838106414837965
188.0,2.4599140304629854,6.0,168.19024656620257,8.838106414837965
189.0,2.4599156113318372,6.0,168.19024656620257,8.838106414837965
190.0,2.459917093173141,6.0,168.19024656620257,8.838106414837965
191.0,2.459918482190045,6.0,168.19024656620257,8.838106414837965
192.0,2.4599197841971354,6.0,168.19024656620257,8.838106414837965
193.0,2.4599210046447744,6.0,168.19024656620257,8.838106414837965
194.0,2.4599221486419154,6.0,168.19024656620257,8.838106414837965
195.0,2.4599232209774873,6.0,168.19024656620257,8.838106414837965
196.0,2.4599242261404397,6.0,168.19024656620257,8.838106414837965
197.0,2.459925168338534,6.0,168.19024656620257,8.838106414837965
198.0,2.4599260515159562,6.0,168.19024656620257,8.838106414837965
199.0,2.459926879369828,6.0,168.19024656620257,8.838106414837965
200.0,2.4599276553656804,6.0,168.19024656620257,8.838106414837965
201.0,2.4599283827519627,6.0,168.19024656620257,8.838106414837965
202.0,2.459929064573639,6.0,168.19024656620257,8.838106414837965
203.0,2.4599297036849346,6.0,168.19024656620257,8.838106414837965
204.0,2.459930302761284,6.0,168.19024656620257,8.838106414837965
205.0,2.4599308643105307,6.0,168.19024656620257,8.838106414837965
206.0,2.4599313906834235,6.0,168.19024656620257,8.838106414837965
207.0,2.45993188408346,6.0,168.19024656620257,8.838106414837965
208.0,2.4599323465761063,6.0,168.19024656620257,8.838106414837965
209.0,2.4599327800974473,6.0,168.19024656620257,8.838106414837965
210.0,2.4599331864622878,6.0,168.19024656620257,8.838106414837965
211.0,2.4599335673717526,6.0,168.19024656620257,8.838106414837965
212.0,2.459933924420405,6.0,168.19024656620257,8.838106414837965
213.0,2.4599342591029236,6.0,168.19024656620257,8.838106414837965
214.0,2.459934572820358,6.0,168.19024656620257,8.838106414837965
215.0,2.4599348668859937,6.0,168.19024656620257,8.838106414837965
216.0,2.4599351425308518,6.0,168.19024656620257,8.838106414837965
217.0,2.4599354009088388,6.0,168.19024656620257,8.838106414837965
218.0,2.4599356431015797,6.0,168.19024656620257,8.838106414837965
219.0,2.459935870122945,6.0,168.19024656620257,8.838106414837965
220.0,2.459936082923295,6.0,168.19024656620257,8.838106414837965
221.0,2.459936282393457,6.0,168.19024656620257,8.838106414837965
222.0,2.4599364693684573,6.0,168.19024656620257,8.838106414837965
223.0,2.4599366446310134,6.0,168.19024656620257,8.838106414837965
224.0,2.459936808914813,6.0,168.19024656620257,8.838106414837965
225.0,2.4599369629075833,6.0,168.19024656620257,8.838106414837965
226.0,2.459937107253973,6.0,168.19024656620257,8.838106414837965
227.0,2.459937242558247,6.0,168.19024656620257,8.838106414837965
228.0,2.45993736938682,6.0,168.19024656620257,8.838106414837965
229.0,2.4599374882706244,6.0,168.19024656620257,8.838106414837965
230.0,2.4599375997073345,6.0,168.19024656620257,8.838106414837965
231.0,2.459937704163449,6.0,168.19024656620257,8.838106414837965
232.0,2.459937802076244,6.0,168.19024656620257,8.838106414837965
233.0,2.459937893855606,6.0,168.19024656620257,8.838106414837965
234.0,2.459937979885743,6.0,168.19024656620257,8.838106414837965
235.0,2.459938060526797,6.0,168.19024656620257,8.838106414837965
236.0,2.4599381361163495,6.0,168.19024656620257,8.838106414837965
237.0,2.4599382069708358,6.0,168.19024656620257,8.838106414837965
238.0,2.4599382733868684,6.0,168.19024656620257,8.838106414837965
239.0,2.4599383356424807,6.0,168.19024656620257,8.838106414837965
240.0,2.4599383939982884,6.0,168.19024656620257,8.838106414837965
241.0,2.4599384486985825,6.0,168.19024656620257,8.838106414837965
242.0,2.4599384999723504,6.0,168.19024656620257,8.838106414837965
243.0,2.4599385480342364,6.0,168.19024656620257,8.838106414837965
244.0,2.4599385930854383,6.0,168.19024656620257,8.838106414837965
245.0,2.459938635314551,6.0,168.19024656620257,8.838106414837965
246.0,2.4599386748983547,6.0,168.19024656620257,8.838106414837965
247.0,2.459938712002557,6.0,168.19024656620257,8.838106414837965
248.0,2.4599387467824845,6.0,168.19024656620257,8.838106414837965
249.0,2.4599387793837333,6.0,168.19024656620257,8.838106414837965
250.0,2.4599388099427806,6.0,168.19024656620257,8.838106414837965
251.0,2.4599388385875534,6.0,168.19024656620257,8.838106414837965
252.0,2.4599388654379655,6.0,168.19024656620257,8.838106414837965
253.0,2.459938890606419,6.0,168.19024656620257,8.838106414837965
254.0,2.4599389141982746,6.0,168.19024656620257,8.838106414837965
255.0,2.4599389363122928,6.0,168.19024656620257,8.838106414837965
256.0,2.4599389570410484,6.0,168.19024656620257,8.838106414837965
257.0,2.459938976471317,6.0,168.19024656620257,8.838106414837965
258.0,2.4599389946844377,6.0,168.19024656620257,8.838106414837965
259.0,2.459939011756655,6.0,168.19024656620257,8.838106414837965
260.0,2.4599390277594373,6.0,168.19024656620257,8.838106414837965
261.0,2.459939042759776,6.0,168.19024656620257,8.838106414837965
262.0,2.4599390568204664,6.0,168.19024656620257,8.838106414837965
263.0,2.459939070000369,6.0,168.19024656620257,8.838106414837965
264.0,2.4599390823546585,6.0,168.19024656620257,8.838106414837965
265.0,2.4599390939350525,6.0,168.19024656620257,8.838106414837965
266.0,2.45993910479003,6.0,168.19024656620257,8.838106414837965
267.0,2.4599391149650316,6.0,168.19024656620257,8.838106414837965
268.0,2.459939124502652,6.0,168.19024656620257,8.838106414837965
269.0,2.459939133442819,6.0,168.19024656620257,8.838106414837965
270.0,2.459939141822957,6.0,168.19024656620257,8.838106414837965
271.0,2.4599391496781475,6.0,168.19024656620257,8.838106414837965
272.0,2.459939157041275,6.0,168.19024656620257,8.838106414837965
273.0,2.459939163943162,6.0,168.19024656620257,8.838106414837965
274.0,2.459939170412703,6.0,168.19024656620257,8.838106414837965
275.0,2.45993917647698,6.0,168.19024656620257,8.838106414837965
276.0,2.4599391821613796,6.0,168.19024656620257,8.838106414837965
277.0,2.4599391874896974,6.0,168.19024656620257,8.838106414837965
278.0,2.45993919248424,6.0,168.19024656620257,8.838106414837965
279.0,2.4599391971659155,6.0,168.19024656620257,8.838106414837965
280.0,2.4599392015543216,6.0,168.19024656620257,8.838106414837965
281.0,2.4599392056678298,6.0,168.19024656620257,8.838106414837965
282.0,2.4599392095236605,6.0,168.19024656620257,8.838106414837965
283.0,2.4599392131379547,6.0,168.19024656620257,8.838106414837965
284.0,2.4599392165258434,6.0,168.19024656620257,8.838106414837965
285.0,2.459939219701508,6.0,168.19024656620257,8.838106414837965
286.0,2.4599392226782433,6.0,168.19024656620257,8.838106414837965
287.0,2.459939225468511,6.0,168.19024656620257,8.838106414837965
288.0,2.4599392280839907,6.0,168.19024656620257,8.838106414837965
289.0,2.459939230535632,6.0,168.19024656620257,8.838106414837965
290.0,2.459939232833698,6.0,168.19024656620257,8.838106414837965
291.0,2.4599392349878086,6.0,168.19024656620257,8.838106414837965
292.0,2.459939237006982,6.0,168.19024656620257,8.838106414837965
293.0,2.4599392388996706,6.0,168.19024656620257,8.838106414837965
294.0,2.459939240673798,6.0,168.19024656620257,8.838106414837965
295.0,2.4599392423367905,6.0,168.19024656620257,8.838106414837965
296.0,2.4599392438956103,6.0,168.19024656620257,8.838106414837965
297.0,2.4599392453567828,6.0,168.19024656620257,8.838106414837965
298.0,2.4599392467264245,6.0,168.19024656620257,8.838106414837965
299.0,2.4599392480102695,6.0,168.19024656620257,8.838106414837965
300.0,2.459939249213692,6.0,168.19024656620257,8.838106414837965
301.0,2.45993925034173,6.0,168.19024656620257,8.838106414837965
302.0,2.4599392513991054,6.0,168.19024656620257,8.838106414837965
303.0,2.459939252390245,6.0,168.19024656620257,8.838106414837965
304.0,2.459939253319298,6.0,168.19024656620257,8.838106414837965
305.0,2.4599392541901532,6.0,168.19024656620257,8.838106414837965
306.0,2.4599392550064563,6.0,168.19024656620257,8.838106414837965
307.0,2.4599392557716246,6.0,168.19024656620257,8.838106414837965
308.0,2.4599392564888616,6.0,168.19024656620257,8.838106414837965
309.0,2.459939257161169,6.0,168.19024656620257,8.838106414837965
310.0,2.4599392577913624,6.0,168.19024656620257,8.838106414837965
311.0,2.459939258382079,6.0,168.19024656620257,8.838106414837965
312.0,2.4599392589357927,6.0,168.19024656620257,8.838106414837965
313.0,2.45993925945482,6.0,168.19024656620257,8.838106414837965
314.0,2.459939259941335,6.0,168.19024656620257,8.838106414837965
315.0,2.4599392603973733,6.0,168.19024656620257,8.838106414837965
316.0,2.4599392608248447,6.0,168.19024656620257,8.838106414837965
317.0,2.4599392612255384,6.0,168.19024656620257,8.838106414837965
318.0,2.4599392616011326,6.0,168.19024656620257,8.838106414837965
319.0,2.459939261953198,6.0,168.19024656620257,8.838106414837965
320.0,2.4599392622832097,6.0,168.19024656620257,8.838106414837965
321.0,2.459939262592549,6.0,168.19024656620257,8.838106414837965
322.0,2.4599392628825107,6.0,168.19024656620257,8.838106414837965
323.0,2.459939263154309,6.0,168.19024656620257,8.838106414837965
324.0,2.459939263409081,6.0,168.19024656620257,8.838106414837965
325.0,2.4599392636478936,6.0,168.19024656620257,8.838106414837965
326.0,2.4599392638717466,6.0,168.19024656620257,8.838106414837965
327.0,2.4599392640815774,6.0,168.19024656620257,8.838106414837965
328.0,2.4599392642782636,6.0,168.19024656620257,8.838106414837965
329.0,2.4599392644626294,6.0,168.19024656620257,8.838106414837965
330.0,2.459939264635446,6.0,168.19024656620257,8.838106414837965
331.0,2.4599392647974367,6.0,168.19024656620257,8.838106414837965
332.0,2.45993926494928,6.0,168.19024656620257,8.838106414837965
333.0,2.459939265091612,6.0,168.19024656620257,8.838106414837965
334.0,2.459939265225028,6.0,168.19024656620257,8.838106414837965
335.0,2.4599392653500862,6.0,168.19024656620257,8.838106414837965
336.0,2.4599392654673107,6.0,168.19024656620257,8.838106414837965
337.0,2.459939265577192,6.0,168.19024656620257,8.838106414837965
338.0,2.45993926568019,6.0,168.19024656620257,8.838106414837965
339.0,2.4599392657767365,6.0,168.19024656620257,8.838106414837965
340.0,2.4599392658672348,6.0,168.19024656620257,8.838106414837965
341.0,2.4599392659520642,6.0,168.19024656620257,8.838106414837965
342.0,2.4599392660315798,6.0,168.19024656620257,8.838106414837965
343.0,2.459939266106114,6.0,168.19024656620257,8.838106414837965
344.0,2.4599392661759794,6.0,168.19024656620257,8.838106414837965
345.0,2.4599392662414683,6.0,168.19024656620257,8.838106414837965
346.0,2.459939266302855,6.0,168.19024656620257,8.838106414837965
347.0,2.4599392663603967,6.0,168.19024656620257,8.838106414837965
348.0,2.4599392664143336,6.0,168.19024656620257,8.838106414837965
349.0,2.4599392664648914,6.0,168.19024656620257,8.838106414837965
350.0,2.4599392665122823,6.0,168.19024656620257,8.838106414837965
351.0,2.4599392665567046,6.0,168.19024656620257,8.838106414837965
352.0,2.459939266598344,6.0,168.19024656620257,8.838106414837965
353.0,2.4599392666373756,6.0,168.19024656620257,8.838106414837965
354.0,2.459939266673962,6.0,168.19024656620257,8.838106414837965
355.0,2.4599392667082567,6.0,168.19024656620257,8.838106414837965
356.0,2.459939266740403,6.0,168.19024656620257,8.838106414837965
357.0,2.4599392667705353,6.0,168.19024656620257,8.838106414837965
358.0,2.4599392667987803,6.0,168.19024656620257,8.838106414837965
359.0,2.459939266825256,6.0,168.19024656620257,8.838106414837965
360.0,2.459939266850073,6.0,168.19024656620257,8.838106414837965
361.0,2.4599392668733358,6.0,168.19024656620257,8.838106414837965
362.0,2.4599392668951414,6.0,168.19024656620257,8.838106414837965
363.0,2.4599392669155806,6.0,168.19024656620257,8.838106414837965
364.0,2.45993926693474,6.0,168.19024656620257,8.838106414837965
365.0,2.459939266952699,6.0,168.19024656620257,8.838106414837965
366.0,2.4599392669695326,6.0,168.19024656620257,8.838106414837965
367.0,2.459939266985312,6.0,168.19024656620257,8.838106414837965
368.0,2.459939267000103,6.0,168.19024656620257,8.838106414837965
369.0,2.4599392670139673,6.0,168.19024656620257,8.838106414837965
370.0,2.459939267026963,6.0,168.19024656620257,8.838106414837965
371.0,2.459939267039145,6.0,168.19024656620257,8.838106414837965
372.0,2.4599392670505638,6.0,168.19024656620257,8.838106414837965
373.0,2.4599392670612676,6.0,168.19024656620257,8.838106414837965
374.0,2.4599392670713005,6.0,168.19024656620257,8.838106414837965
375.0,2.4599392670807045,6.0,168.19024656620257,8.838106414837965
376.0,2.4599392670895197,6.0,168.19024656620257,8.838106414837965
377.0,2.459939267097783,6.0,168.19024656620257,8.838106414837965
378.0,2.4599392671055287,6.0,168.19024656620257,8.838106414837965
379.0,2.459939267112789,6.0,168.19024656620257,8.838106414837965
380.0,2.4599392671195948,6.0,168.19024656620257,8.838106414837965
381.0,2.459939267125974,6.0,168.19024656620257,8.838106414837965
382.0,2.4599392671319538,6.0,168.19024656620257,8.838106414837965
383.0,2.4599392671375586,6.0,168.19024656620257,8.838106414837965
384.0,2.4599392671428126,6.0,168.19024656620257,8.838106414837965
385.0,2.4599392671477376,6.0,168.19024656620257,8.838106414837965
386.0,2.459939267152354,6.0,168.19024656620257,8.838106414837965
387.0,2.459939267156681,6.0,168.19024656620257,8.838106414837965
388.0,2.4599392671607374,6.0,168.19024656620257,8.838106414837965
389.0,2.4599392671645393,6.0,168.19024656620257,8.838106414837965
390.0,2.4599392671681035,6.0,168.19024656620257,8.838106414837965
391.0,2.4599392671714444,6.0,168.19024656620257,8.838106414837965
392.0,2.4599392671745757,6.0,168.19024656620257,8.838106414837965
393.0,2.4599392671775107,6.0,168.19024656620257,8.838106414837965
394.0,2.4599392671802622,6.0,168.19024656620257,8.838106414837965
395.0,2.4599392671828415,6.0,168.19024656620257,8.838106414837965
396.0,2.459939267185259,6.0,168.19024656620257,8.838106414837965
397.0,2.4599392671875253,6.0,168.19024656620257,8.838106414837965
398.0,2.459939267189649,6.0,168.19024656620257,8.838106414837965
399.0,2.45993926719164,6.0,168.19024656620257,8.838106414837965
400.0,2.4599392671935063,6.0,168.19024656620257,8.838106414837965
401.0,2.459939267195255,6.0,168.19024656620257,8.838106414837965
402.0,2.4599392671968947,6.0,168.19024656620257,8.838106414837965
403.0,2.4599392671984317,6.0,168.19024656620257,8.838106414837965
404.0,2.4599392671998728,6.0,168.19024656620257,8.838106414837965
405.0,2.4599392672012232,6.0,168.19024656620257,8.838106414837965
406.0,2.459939267202489,6.0,168.19024656620257,8.838106414837965
407.0,2.4599392672036755,6.0,168.19024656620257,8.838106414837965
408.0,2.4599392672047875,6.0,168.19024656620257,8.838106414837965
409.0,2.45993926720583,6.0,168.19024656620257,8.838106414837965
410.0,2.4599392672068072,6.0,168.19024656620257,8.838106414837965
411.0,2.459939267207723,6.0,168.19024656620257,8.838106414837965
412.0,2.459939267208582,6.0,168.19024656620257,8.838106414837965
413.0,2.459939267209387,6.0,168.19024656620257,8.838106414837965
414.0,2.459939267210141,6.0,168.19024656620257,8.838106414837965
415.0,2.459939267210848,6.0,168.19024656620257,8.838106414837965
416.0,2.459939267211511,6.0,168.19024656620257,8.838106414837965
417.0,2.4599392672121323,6.0,168.19024656620257,8.838106414837965
418.0,2.459939267212715,6.0,168.19024656620257,8.838106414837965
419.0,2.4599392672132607,6.0,168.19024656620257,8.838106414837965
420.0,2.4599392672137723,6.0,168.19024656620257,8.838106414837965
421.0,2.4599392672142524,6.0,168.19024656620257,8.838106414837965
422.0,2.459939267214702,6.0,168.19024656620257,8.838106414837965
423.0,2.4599392672151237,6.0,168.19024656620257,8.838106414837965
424.0,2.459939267215519,6.0,168.19024656620257,8.838106414837965
425.0,2.4599392672158893,6.0,168.19024656620257,8.838106414837965
426.0,2.459939267216236,6.0,168.19024656620257,8.838106414837965
