time,tank1.storage,tank1.output,pid_controller.output
38.0,63698817239.64224,12739763447.928448,99891063696.90805
39.0,-123791529754.5477,-24758305950.90954,-194127114441.9464
40.0,240574998148.74203,48114999629.748405,377264343445.8794
41.0,-467530612538.5713,-93506122507.71426,-733171073213.922
42.0,908593475401.6396,181718695080.32794,1424836012034.6296
43.0,-1765749838403.147,-353149967680.6294,-2769009492273.243
44.0,3431537399550.5864,686307479910.1173,5381260372099.143
45.0,-6668809289060.256,-1333761857812.0513,-10457877906567.457
46.0,12960085278309.857,2592017055661.9717,20323716517366.445
47.0,-25186476796771.094,-5037295359354.219,-39496870853585.125
48.0,48947101798478.72,9789420359695.744,76757752741325.97
49.0,-95123220043923.31,-19024644008784.664,-149170110911803.38
50.0,184861343349368.6,36972268669873.72,289895433291647.75
51.0,-359257353243010.1,-71851470648602.03,-563379364201452.5
52.0,698176500942403.9,139635300188480.78,1094864808334936.8
53.0,-1356827973228574.5,-271365594645714.9,-2127747348768097.0
54.0,2636843472174437.5,527368694434887.5,4135039089506192.0
55.0,-5124410488239264.0,-1024882097647852.8,-8035986171781039.0
56.0,9958718873184378.0,1991743774636875.5,1.5617040699068192e+16
57.0,-1.935365674212319e+16,-3870731348424638.5,-3.034997260856383e+16
58.0,3.761166813338923e+16,7522333626677846.0,5.898177862823489e+16
59.0,-7.309407202088333e+16,-1.4618814404176666e+16,-1.146244925825232e+17
60.0,1.4205015703228365e+17,2.841003140645673e+16,2.2275988627971478e+17
61.0,-2.7605859893988966e+17,-5.521171978797794e+16,-4.329089343590894e+17
62.0,5.364890236012554e+17,1.0729780472025109e+17,8.413101145715054e+17
63.0,-1.0426064377270126e+18,-2.0852128754540253e+17,-1.6349921489335936e+18
64.0,2.0261890479939116e+18,4.0523780959878234e+17,3.1774244488145725e+18
65.0,-3.9376718862016164e+18,-7.875343772403233e+17,-6.174969179215702e+18
66.0,7.652425077874166e+18,1.5304850155748332e+18,1.2000362236304122e+19
67.0,-1.4871632595311442e+19,-2.9743265190622884e+18,-2.332136236197457e+19
68.0,2.890135529577367e+19,5.780271059154734e+18,4.5322460414830805e+19
69.0,-5.616655283669965e+19,-1.123331056733993e+19,-8.807913475085628e+19
70.0,1.0915341599980575e+20,2.183068319996115e+19,1.7117195111324713e+20
71.0,-2.121274606092907e+20,-4.242549212185814e+19,-3.3265354991048e+20
72.0,4.122460037771632e+20,8.244920075543265e+19,6.464749834792311e+20
73.0,-8.011540191076874e+20,-1.6023080382153746e+20,-1.2563518542848585e+21
74.0,1.5569532668637995e+21,3.1139065337275993e+20,2.4415793682691066e+21
75.0,-3.0257646062835534e+21,-6.051529212567106e+20,-4.744936532887651e+21
76.0,5.880235230874889e+21,1.1760470461749777e+21,9.221253666266396e+21
77.0,-1.1427579759052122e+22,-2.2855159518104246e+21,-1.7920475561320807e+22
78.0,2.2208223654696903e+22,4.4416447309393806e+21,3.482644073860777e+22
79.0,-4.315919978649518e+22,-8.631839957299036e+21,-6.768129396842666e+22
80.0,8.387507957290644e+22,1.677501591458129e+22,1.3153102803762734e+23
81.0,-1.6300183988959635e+23,-3.2600367977919267e+22,-2.5561584778071413e+23
82.0,3.167758521683261e+23,6.335517043366522e+22,4.967608222294243e+23
83.0,-6.156184530489699e+23,-1.2312369060979399e+23,-9.653991199863009e+23
84.0,1.196385637163479e+24,2.392771274326958e+23,1.8761452577673103e+24
85.0,-2.3250417295356907e+24,-4.650083459071381e+23,-3.646078554839282e+24
86.0,4.518458660954021e+24,9.036917321908042e+23,7.085746038597876e+24
87.0,-8.78111924246089e+24,-1.756223848492178e+24,-1.3770355237373274e+25
88.0,1.706512351582219e+25,3.413024703164438e+24,2.676114587377676e+25
89.0,-3.316415966680964e+25,-6.632831933361928e+24,-5.2007295101136955e+25
90.0,6.4450836548935045e+25,1.289016730978701e+25,1.0107036359706618e+26
91.0,-1.2525299520900366e+26,-2.505059904180073e+25,-1.9641895195237412e+26
92.0,2.4341519286433413e+26,4.868303857286683e+25,3.8171827341866755e+26
93.0,-4.73050213436507e+26,-9.46100426873014e+25,-7.418267881658325e+26
94.0,9.193202026508065e+26,1.838640405301613e+26,1.4416574263314336e+27
95.0,-1.7865960335632662e+27,-3.5731920671265326e+26,-2.8017000303202316e+27
96.0,3.472049649230229e+27,6.944099298460457e+26,5.444790777980427e+27
97.0,-6.74754031703321e+27,-1.349508063406642e+27,-1.0581342147678894e+28
98.0,1.3113090229018672e+28,2.622618045803734e+27,2.0563655466624857e+28
99.0,-2.548382481247479e+28,-5.096764962494958e+27,-3.996316537621921e+28
100.0,4.952496442339406e+28,9.904992884678812e+27,7.766394401419006e+28
101.0,-9.624623145022549e+28,-1.9249246290045098e+28,-1.5093119233814525e+29
102.0,1.8704379046448456e+29,3.740875809289691e+28,2.933178981542838e+29
103.0,-3.63498695212965e+29,-7.2699739042593004e+28,-5.700305420293351e+29
104.0,7.064190748776388e+29,1.4128381497552775e+29,1.1077906288396471e+30
105.0,-1.3728464941493405e+30,-2.745692988298681e+29,-2.152867235808194e+30
106.0,2.667973676708253e+30,5.335947353416506e+29,4.183856781557325e+30
107.0,-5.184908560384052e+30,-1.0369817120768104e+30,-8.13085789844905e+30
108.0,1.0076290112694224e+31,2.0152580225388448e+30,1.5801413293158509e+31
109.0,-1.9582143301608934e+31,-3.9164286603217866e+30,-3.07082801322642e+31
110.0,3.8055706216880363e+31,7.611141243376072e+30,5.967810924165242e+31
111.0,-7.395701039255055e+31,-1.479140207851011e+31,-1.15977733279718e+32
112.0,1.4372718128083682e+32,2.8745436256167367e+31,2.2538975828197614e+32
113.0,-2.7931770807511283e+32,-5.586354161502257e+31,-4.38019796574965e+32
114.0,5.428227378361326e+32,1.0856454756722651e+32,8.512425038920522e+32
115.0,-1.0549153032312471e+33,-2.1098306064624943e+32,-1.6542946371338177e+33
116.0,2.0501099519663458e+33,4.1002199039326916e+32,3.21493667660744e+33
117.0,-3.984159488707434e+33,-7.968318977414867e+32,-6.24787000005224e+33
118.0,7.742768536015604e+33,1.5485537072031208e+33,1.2142036831265172e+34
119.0,-1.5047205005782215e+34,-3.009441001156443e+33,-2.3596691098016977e+34
120.0,2.924256064647275e+34,5.84851212929455e+33,4.585753103148971e+34
121.0,-5.682964728891749e+34,-1.1365929457783498e+34,-8.911898467326916e+34
122.0,1.1044206593352228e+35,2.2088413186704456e+34,1.731927831819073e+35
123.0,-2.1463180768399983e+35,-4.292636153679997e+34,-3.3658081110625855e+35
124.0,4.1711292233006756e+35,8.34225844660135e+34,6.541071765441865e+35
125.0,-8.106123311922275e+35,-1.621224662384455e+35,-1.2711841682250073e+36
126.0,1.5753344389578298e+36,3.1506688779156597e+35,2.470404312154409e+36
127.0,-3.0614863592274634e+36,-6.122972718454927e+35,-4.800954588690921e+36
128.0,5.949656464018134e+36,1.1899312928036267e+36,9.330118494883742e+36
129.0,-1.1562492164350266e+37,-2.3124984328700532e+36,-1.813204218461645e+37
130.0,2.247041083114438e+37,4.4940821662288756e+36,3.523759681776766e+37
131.0,-4.366873125131182e+37,-8.733746250262365e+36,-6.848032984089457e+37
132.0,8.486529700899912e+37,1.6973059401799823e+37,1.3308386492330616e+38
133.0,-1.649262167700208e+38,-3.298524335400416e+37,-2.5863361266037736e+38
134.0,3.2051566348948888e+38,6.410313269789778e+37,5.026255108859845e+38
135.0,-6.228863582395645e+38,-1.2457727164791291e+38,-9.767964867162841e+38
136.0,1.2105099983473072e+39,2.4210199966946146e+38,1.8982947657778374e+39
137.0,-2.352490846388427e+39,-4.7049816927768535e+38,-3.689123647335761e+39
138.0,4.571802950737391e+39,9.143605901474782e+38,7.169399363409866e+39
139.0,-8.88478790574645e+39,-1.77695758114929e+39,-1.3932926121677282e+40
140.0,1.7266591972728428e+40,3.453318394545686e+39,2.707708421194546e+40
141.0,-3.35556910885699e+40,-6.71113821771398e+39,-5.2621285939362e+40
142.0,6.521173409378967e+40,1.3042346818757934e+40,1.0226358614678718e+41
143.0,-1.2673171451884316e+41,-2.5346342903768633e+40,-1.9873784657509955e+41
144.0,2.4628891852172193e+41,4.925778370434439e+40,3.8622478586478424e+41
145.0,-4.786349779682053e+41,-9.572699559364106e+40,-7.505846912753473e+41
146.0,9.301735681397267e+41,1.8603471362794534e+41,1.4586774318884462e+42
147.0,-1.8076883359812978e+42,-3.615376671962595e+41,-2.8347765082782974e+42
148.0,3.51304018085361e+42,7.02608036170722e+41,5.5090712149312604e+42
149.0,-6.827200832488889e+42,-1.3654401664977778e+42,-1.0706263990319714e+43
150.0,1.3267901534736036e+43,2.653580306947207e+42,2.0806427101495886e+43
151.0,-2.57846832771837e+43,-5.15693665543674e+42,-4.0434964906645724e+43
152.0,5.010964921348459e+43,1.0021929842696917e+43,7.858083365423772e+43
153.0,-9.738250097182247e+43,-1.9476500194364495e+43,-1.5271306484502695e+44
154.0,1.8925200324441747e+44,3.7850400648883496e+43,2.967807681575001e+44
155.0,-3.677901098718795e+44,-7.35580219743759e+43,-5.7676024273062775e+44
156.0,7.147589594857267e+44,1.4295179189714535e+44,1.1208690497699486e+45
157.0,-1.3890541274834307e+45,-2.7781082549668614e+44,-2.17828368471465e+45
158.0,2.6994714000745378e+45,5.398942800149075e+44,4.233250808440021e+45
159.0,-5.2461208642910214e+45,-1.0492241728582043e+45,-8.226849667427784e+45
160.0,1.0195249381782538e+46,2.0390498763565076e+45,1.5987962564258635e+46
161.0,-1.981332734139827e+46,-3.962665468279654e+45,-3.107081778437995e+46
162.0,3.8504986551762374e+46,7.700997310352474e+45,6.038266063671554e+46
163.0,-7.483013649371065e+46,-1.4966027298742132e+46,-1.17346950146955e+47
164.0,1.4542400424266799e+47,2.9084800848533595e+46,2.2805067818457373e+47
165.0,-2.8261529379608955e+47,-5.652305875921791e+46,-4.431909969139793e+47
166.0,5.492312270137272e+47,1.0984624540274543e+47,8.612921536090977e+47
167.0,-1.0673694854767912e+48,-2.1347389709535826e+47,-1.673825007804888e+48
168.0,2.0743132627790583e+48,4.1486265255581164e+47,3.252891768505064e+48
169.0,-4.0311959173341595e+48,-8.062391834668319e+47,-6.321631477764031e+48
170.0,7.834178576364092e+48,1.5668357152728182e+48,1.2285384016641573e+49
171.0,-1.5224850199528162e+49,-3.044970039905632e+48,-2.387527032653548e+49
172.0,2.958779421972931e+49,5.917558843945862e+48,4.639891861686981e+49
173.0,-5.750057014131924e+49,-1.1500114028263849e+49,-9.017111091815258e+49
174.0,1.117459294877786e+50,2.2349185897555718e+49,1.7523747291079224e+50
175.0,-2.1716572072934036e+50,-4.3433144145868075e+49,-3.4055443699738984e+50
176.0,4.220372990414094e+50,8.440745980828188e+49,6.618294742109724e+50
177.0,-8.201823067838512e+50,-1.6403646135677022e+50,-1.2861915903850914e+51
178.0,1.593932616593861e+51,3.187865233187722e+50,2.4995695592880023e+51
179.0,-3.0976298381809666e+51,-6.195259676361933e+50,-4.8576339858112316e+51
180.0,6.01989727451192e+51,1.203979454902384e+51,9.440268566412597e+51
181.0,-1.1698997326600175e+52,-2.3397994653200352e+51,-1.8346106533820043e+52
182.0,2.2735693352656888e+52,4.547138670531378e+51,3.565360694798309e+52
183.0,-4.4184278173201833e+52,-8.836855634640367e+51,-6.92887990189045e+52
184.0,8.586720481338391e+52,1.7173440962676783e+52,1.3465503438365946e+53
185.0,-1.6687331257423414e+53,-3.337466251484683e+52,-2.6168700484933283e+53
186.0,3.2429962649905256e+53,6.485992529981052e+52,5.085594372350097e+53
187.0,-6.302400673003937e+53,-1.2604801346007875e+53,-9.883284091607776e+53
188.0,1.2248011097600367e+54,2.449602219520073e+53,1.9207057677761446e+54
189.0,-2.3802640236683025e+54,-4.760528047336605e+53,-3.732676924162379e+54
190.0,4.6257770157308524e+54,9.251554031461705e+53,7.254040287652314e+54
191.0,-8.989680466743752e+54,-1.7979360933487505e+54,-1.4097416295060454e+55
192.0,1.7470438938005286e+55,3.494087787601057e+54,2.73967524738624e+55
193.0,-3.395184487543047e+55,-6.790368975086094e+54,-5.324252546738506e+55
194.0,6.598161468843488e+55,1.3196322937686975e+55,1.034708957147249e+56
195.0,-1.282278913816428e+56,-2.564557827632856e+55,-2.0108411774279597e+56
196.0,2.4919657098152797e+56,4.983931419630559e+55,3.907845015653457e+56
197.0,-4.842856754473765e+56,-9.685713508947529e+55,-7.594459889617353e+56
198.0,9.41155066940735e+56,1.8823101338814698e+56,1.4758983732460653e+57
199.0,-1.829029651166029e+57,-3.658059302332058e+56,-2.8682434825001545e+57
