time,main_reservoir.storage,main_tunnel.output,surge_tank.storage,pressure_pipe_1.output,pressure_pipe_2.output,high_level_tank.storage,final_channel.output
32.0,2066.309519708068,3.8560141869354605,71.77305325982755,28.733320769228808,-2.7206939721702605,-111.17092079604161,6.00000004095045
33.0,2112.176900668652,3.948301940455935,71.05532272722927,28.534566524769367,-0.608802776502134,-110.39008706259322,6.0000000231459065
34.0,2157.9525468673146,4.040405213297914,70.34476949995697,28.338449544880355,1.4785801602432302,-107.53163081406758,6.000000013082469
35.0,2203.63664177358,4.132324333192953,69.6413218049574,28.14480660455557,3.514205326826506,-102.67328010206523,6.00000000739444
36.0,2249.229368490033,4.224059645143143,68.94490858690783,27.953488055368325,5.452334913821972,-95.93752918696745,6.0000000041794666
37.0,2294.730909753053,4.31561150359266,68.25545950103876,27.76435658274364,7.24991109983501,-87.48839897229536,6.000000002362308
38.0,2340.1414479335467,4.4069802680036245,67.57290490602837,27.57728608546914,8.869487462351815,-77.52530652278985,6.000000001335218
39.0,2385.4611650376796,4.498166300356138,66.89717585696809,27.392160664447665,10.280508469907993,-66.27573172134699,6.000000000754689
40.0,2430.6902427076043,4.589169963735893,66.22820409839841,27.20887370919833,11.460066815378752,-53.987218259451396,6.000000000426564
41.0,2475.828862222189,4.679991621536511,65.56592205741443,27.027327071926457,12.393126515702356,-40.9192515155059,6.000000000241101
42.0,2520.8772044977445,4.770631637009315,64.91026283684027,26.84743032013215,13.07226290723473,-27.335497964327345,6.000000000136275
43.0,2565.835450088749,4.861090373009488,64.26116020847188,26.669100059735243,13.497016855223888,-13.496787384549364,6.0000000000770255
